Numéro de l'amendement,Partie de l'amendement,Sort de l'amendement,Désignation de l'article,Délibération,Auteur,Cosignataire(s),Instance,Etape du texte,URL Amendement,URL Amendement format XML
CD51,,Non renseigné,Article 14,Première délibération,Rousset Jean-François,"  Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Armand, M. Hollande, M. Roseren, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cordier, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD51,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000051.xml
CD52,,Adopté,Article 14,Première délibération,Rousset Jean-François,"  Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Roseren, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD52,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000052.xml
CD522,,Retiré,Article 14,Première délibération,Riotton Véronique,"  Mme Piron, Mme Violland, Mme Vignon, M. Cormier-Bouligeon, M. Becht, M. Causse, Mme Givernet, Mme Lalanne, M. Larrouquis, Mme Lubet, Mme Panonacle et M. Rousset",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD522,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000522.xml
CD523,,Tombé,Article 14,Première délibération,Riotton Véronique,"  Mme Piron, Mme Violland, Mme Vignon, M. Cormier-Bouligeon, M. Becht, M. Causse, Mme Givernet, M. Larrouquis, Mme Lubet, Mme Panonacle et M. Rousset",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD523,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000523.xml
CD53,,Retiré,Article 14,Première délibération,Rousset Jean-François,"  Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Roseren, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD53,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000053.xml
CD54,,Adopté,Article 14,Première délibération,Rousset Jean-François,"  Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Roseren, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD54,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000054.xml
CD555,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD555,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000555.xml
CD556,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD556,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000556.xml
CD557,,Retiré,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD557,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000557.xml
CD558,,Tombé,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD558,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000558.xml
CD559,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD559,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000559.xml
CD560,,Rejeté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD560,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000560.xml
CD561,,Rejeté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD561,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000561.xml
CD562,,Retiré,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD562,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000562.xml
CD563,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD563,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000563.xml
CD571,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD571,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000571.xml
CD572,,Rejeté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD572,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000572.xml
CD573,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD573,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000573.xml
CD574,,Non renseigné,Article 14,Première délibération,Falcon Frédéric,"  M. Vos, M. Blairy, Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD574,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000574.xml
CD6,,Non renseigné,Article 14,Première délibération,Pantel Sophie,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD6,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000006.xml
CD7,,Non renseigné,Article 14,Première délibération,Pantel Sophie,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD7,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000007.xml
CD70,,Non renseigné,Article 14,Première délibération,Voynet Dominique,"  Mme Pochon, Mme Belluco, M. Nicolas Bonnet, M. Thierry, Mme Ozenne, M. Biteau, M. Raux, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD70,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000070.xml
CD71,,Non renseigné,Article 14,Première délibération,Voynet Dominique,"  Mme Pochon, Mme Belluco, M. Nicolas Bonnet, M. Thierry, Mme Ozenne, M. Biteau, M. Raux, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD71,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000071.xml
CD75,,Tombé,Article 14,Première délibération,Bonnivard Émilie,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD75,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000075.xml
CD77,,Non soutenu,Article 14,Première délibération,Tivoli Lionel,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD77,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000077.xml
CD8,,Non renseigné,Article 14,Première délibération,Pantel Sophie,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD8,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000008.xml
CD82,,Rejeté,Article 14,Première délibération,Tivoli Lionel,"  M. Schreck, Mme Sabatini, M. Blairy, Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Humbert, Mme Lechanteux, M. Marchio, M. Markowsky et Mme Roullaud",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD82,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000082.xml
CD83,,Rejeté,Article 14,Première délibération,Tivoli Lionel,"  Mme Sabatini, M. Schreck, Mme Roullaud, M. Meurin, M. Blairy, M. Markowsky, M. Evrard, M. Marchio, Mme Lechanteux, M. Houssin, M. Guibert et Mme Bouquin",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD83,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000083.xml
CD85,,Tombé,Article 14,Première délibération,Tivoli Lionel,"  M. Blairy, Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD85,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000085.xml
CD87,,Rejeté,Article 14,Première délibération,Tivoli Lionel,"  M. Blairy, Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, Mme Lechanteux, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD87,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000087.xml
CD9,,Non renseigné,Article 14,Première délibération,Pantel Sophie,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD9,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000009.xml
CD91,,Non renseigné,Article 14,Première délibération,Bony Jean-Yves,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD91,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000091.xml
CD92,,Tombé,Article 14,Première délibération,Bony Jean-Yves,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD92,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000092.xml
1076,,Non renseigné,Après l'article 14,Première délibération,Schreck Philippe,"  M. Allisio, M. Amblard, Mme Auzanot, M. Ballard, Mme Bamana, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Meurin, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu, M. Vos et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1076,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001076.xml
1081,,Non renseigné,Après l'article 14,Première délibération,Dirx Benjamin,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1081,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001081.xml
1087,,Non renseigné,Article 14,Première délibération,Brulebois Danielle,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1087,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001087.xml
1099,,Non renseigné,Après l'article 14,Première délibération,Brulebois Danielle,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1099,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001099.xml
1103,,Non renseigné,Article 14,Première délibération,Brulebois Danielle,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1103,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001103.xml
1107,,Non renseigné,Article 14,Première délibération,Brulebois Danielle,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1107,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001107.xml
1118,,Non renseigné,Article 14,Première délibération,Dirx Benjamin,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1118,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001118.xml
1167,,Non renseigné,Article 14,Première délibération,Casterman Eddy,"  M. Allisio, M. Amblard, Mme Auzanot, M. Ballard, Mme Bamana, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Meurin, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu, M. Vos et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1167,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001167.xml
